Chr	Tajima
Transcript_35449	-1.057907
Transcript_35450	-0.359240
Transcript_35451	-0.517598
Transcript_35452	-1.975676
Transcript_35453	-0.544434
Transcript_35454	-0.821301
Transcript_35455	-0.916337
Transcript_35456	-0.476388
Transcript_35457	-0.362100
Transcript_35458	-0.735762
Transcript_35459	-0.755562
Transcript_35460	0.079174
Transcript_35461	-0.685290
Transcript_35462	-0.445812
Transcript_35463	-0.453406
Transcript_35464	0.796801
Transcript_35465	-0.006949
Transcript_35466	-0.204182
Transcript_35467	-1.405305
Transcript_35468	0.294407
Transcript_35469	0.034238
Transcript_35470	0.643997
Transcript_35471	-0.651821
Transcript_35472	0.029984
Transcript_35473	-0.205589
Transcript_35474	0.156167
Transcript_35475	-1.090110
Transcript_35476	-0.817250
Transcript_35477	-0.777292
Transcript_35478	0.036600
Transcript_35479	-0.886204
Transcript_35480	0.515475
Transcript_35481	-0.276145
Transcript_35482	0.410632
Transcript_35483	0.418616
Transcript_35484	0.541674
Transcript_35485	-1.190159
Transcript_35486	-0.718642
Transcript_35487	-0.462694
Transcript_35488	-0.666209
Transcript_35489	-0.526664
Transcript_35490	-0.730891
Transcript_35491	-0.757509
Transcript_35492	-0.663473
Transcript_35493	-1.463274
Transcript_35494	-1.589739
Transcript_35495	-1.540946
Transcript_35496	-0.647824
Transcript_35497	-1.564593
Transcript_35498	-1.170226
Transcript_35499	-2.078317
Transcript_35500	-1.640325
Transcript_35501	-0.984185
Transcript_35502	0.126155
Transcript_35503	-0.434544
Transcript_35504	-1.021818
Transcript_35505	0.143112
Transcript_35506	-0.201303
Transcript_35507	0.034104
Transcript_35508	-1.137144
Transcript_35509	-1.429617
Transcript_35510	-0.470658
Transcript_35511	-2.060284
Transcript_35512	-1.821599
Transcript_35513	-2.337203
Transcript_35514	-0.185520
Transcript_35515	-0.888397
Transcript_35516	-0.390267
Transcript_35517	0.026202
Transcript_35518	-1.012720
Transcript_35519	-0.957063
Transcript_35520	0.308257
Transcript_35521	-1.367526
Transcript_35522	-1.876175
Transcript_35523	-1.481263
Transcript_35524	-1.530216
Transcript_35525	-1.247884
Transcript_35526	-0.803267
Transcript_35527	-0.938007
Transcript_35528	-1.868038
Transcript_35529	-2.208827
Transcript_35530	-1.517409
Transcript_35531	-1.211294
Transcript_35532	-0.602824
Transcript_35533	-0.619961
Transcript_35534	-1.177925
Transcript_35535	-1.129897
Transcript_35536	-1.575697
Transcript_35537	-0.627352
Transcript_35538	-0.375906
Transcript_35539	-1.988223
Transcript_35540	-1.521456
Transcript_35541	0.094819
Transcript_35542	-1.422041
Transcript_35543	-0.713709
Transcript_35544	0.567106
Transcript_35545	0.392329
Transcript_35546	0.326426
Transcript_35547	-1.582858
Transcript_35548	-1.557536
Transcript_35549	-1.843419
Transcript_35550	0.378360
Transcript_35551	-1.871405
Transcript_35552	-1.647353
Transcript_35553	-0.430056
Transcript_35554	-0.708655
Transcript_35555	-2.119615
Transcript_35556	-2.153074
Transcript_35557	-1.856973
Transcript_35558	-0.652684
Transcript_35559	-0.513737
Transcript_35560	-0.685375
Transcript_35561	-0.616566
Transcript_35562	-1.242822
Transcript_35563	-1.109625
Transcript_35564	-1.460092
Transcript_35565	-1.019128
Transcript_35566	-1.050453
Transcript_35567	-1.347197
Transcript_35568	-0.597741
Transcript_35569	-1.271658
Transcript_35570	-1.508589
Transcript_35571	-0.952592
Transcript_35572	-0.352496
Transcript_35573	-0.641140
Transcript_35574	-1.455201
Transcript_35575	-1.094278
Transcript_35576	-0.124658
Transcript_35577	-0.564677
Transcript_35578	0.339811
Transcript_35579	0.132369
Transcript_35580	-1.777930
Transcript_35581	-1.774794
Transcript_35582	-0.760285
Transcript_35583	-0.695233
Transcript_35584	-0.813683
Transcript_35585	-0.430687
Transcript_35586	-0.843094
Transcript_35587	-0.864554
Transcript_35588	-1.495740
Transcript_35589	-1.688223
Transcript_35590	-1.266241
Transcript_35591	-0.987751
Transcript_35592	-1.864662
Transcript_35593	-1.136888
Transcript_35594	-1.377542
Transcript_35595	-1.870304
Transcript_35596	-1.580589
Transcript_35597	-1.406565
Transcript_35598	-1.505908
Transcript_35599	-1.686384
Transcript_35600	-1.299989
Transcript_35601	-1.494395
Transcript_35602	-1.528951
Transcript_35603	-1.473585
Transcript_35604	-0.426484
Transcript_35605	-0.681120
Transcript_35606	-1.325608
Transcript_35607	-0.957989
Transcript_35608	-0.855851
Transcript_35609	-0.126730
Transcript_35610	0.639631
Transcript_35611	-1.634161
Transcript_35612	-1.971026
Transcript_35613	-0.680854
Transcript_35614	-0.660897
Transcript_35615	-0.925845
Transcript_35616	-0.294421
Transcript_35617	-0.829288
Transcript_35618	-0.114070
Transcript_35619	-0.201671
Transcript_35620	-1.020267
Transcript_35621	-0.863653
Transcript_35622	-2.196677
Transcript_35623	-0.936830
Transcript_35624	-0.603832
Transcript_35625	-1.737757
Transcript_35626	-0.906461
Transcript_35627	-1.767368
Transcript_35628	-0.047878
Transcript_35629	-0.745591
Transcript_35630	-2.140544
Transcript_35631	-0.725579
Transcript_35632	-1.633158
Transcript_35633	-0.873867
Transcript_35634	-1.262184
Transcript_35635	-1.073476
Transcript_35636	-0.982355
Transcript_35637	-1.941157
Transcript_35638	-0.081149
Transcript_35639	-0.809765
Transcript_35640	-0.316492
Transcript_35641	-0.982768
Transcript_35642	-0.647207
Transcript_35643	-0.309412
Transcript_35644	-0.287550
Transcript_35645	0.052158
Transcript_35646	0.879675
Transcript_35647	0.053293
Transcript_35648	0.528903
Transcript_35649	-2.386293
Transcript_35650	-0.134045
Transcript_35651	-0.518773
Transcript_35652	0.436471
Transcript_35653	-0.885456
Transcript_35654	-0.420517
Transcript_35655	-0.564612
Transcript_35656	-0.719471
Transcript_35658	-1.552430
Transcript_35659	-1.108648
Transcript_35660	-0.888961
Transcript_35661	-1.223651
Transcript_35662	-1.224490
Transcript_35663	-0.912675
Transcript_35664	-0.769811
Transcript_35665	-0.306280
Transcript_35666	0.875955
Transcript_35667	-0.452627
Transcript_35668	-0.179079
Transcript_35669	-1.576728
Transcript_35670	-0.694086
Transcript_35671	-0.736227
Transcript_35672	-0.942236
Transcript_35673	-1.062241
Transcript_35674	-1.658785
Transcript_35675	-1.294861
Transcript_35676	-0.812142
Transcript_35677	-0.900302
Transcript_35678	-1.118101
Transcript_35679	-0.184913
Transcript_35680	-1.011601
Transcript_35681	-1.172088
Transcript_35682	-1.481013
Transcript_35683	-1.056557
Transcript_35684	-1.054922
Transcript_35685	-0.340327
Transcript_35686	-0.701237
Transcript_35687	0.012654
Transcript_35688	-0.202667
Transcript_35689	-0.930703
Transcript_35690	-1.982737
Transcript_35691	-2.213600
Transcript_35692	-1.637087
Transcript_35693	-1.708487
Transcript_35694	-0.369881
Transcript_35695	-1.012089
Transcript_35696	-1.132629
Transcript_35697	-0.623251
Transcript_35698	-1.079243
Transcript_35699	-0.880813
Transcript_35700	-1.429316
Transcript_35701	-1.000419
Transcript_35702	-0.864427
Transcript_35703	-0.208538
Transcript_35704	-0.251102
Transcript_35705	-0.999066
Transcript_35706	-0.408345
Transcript_35707	-0.696706
Transcript_35708	-0.031333
Transcript_35709	-0.997104
Transcript_35710	-0.400679
Transcript_35711	-0.931431
Transcript_35712	-0.748207
Transcript_35713	0.048683
Transcript_35714	0.007624
Transcript_35715	-1.559053
Transcript_35716	-1.550736
Transcript_35717	-0.985264
Transcript_35718	-1.156916
Transcript_35719	-0.828976
Transcript_35720	-0.849988
Transcript_35721	0.088949
Transcript_35722	0.269031
Transcript_35723	-0.213522
Transcript_35724	-0.784185
Transcript_35725	-0.705587
Transcript_35726	-2.261858
Transcript_35727	-2.225286
Transcript_35728	-0.930588
Transcript_35729	-1.110128
Transcript_35730	-0.015895
Transcript_35731	-0.039202
Transcript_35732	-0.820010
Transcript_35733	-0.941395
Transcript_35734	-1.156111
Transcript_35735	-1.774970
Transcript_35736	-1.474825
Transcript_35737	-1.665587
Transcript_35738	-1.633757
Transcript_35739	-2.133875
Transcript_35740	-1.473256
Transcript_35741	-0.725408
Transcript_35742	-0.166457
Transcript_35743	-0.322857
Transcript_35744	0.299888
Transcript_35745	-0.829328
Transcript_35746	-0.702351
Transcript_35747	-0.541522
Transcript_35748	-0.193564
Transcript_35749	-1.191993
Transcript_35750	-0.581171
Transcript_35751	-0.889963
Transcript_35752	-1.217709
Transcript_35753	-1.421787
Transcript_35754	-1.395287
Transcript_35755	-0.632794
Transcript_35756	-0.807609
Transcript_35757	-1.467063
Transcript_35758	-1.722542
Transcript_35759	-1.309016
Transcript_35760	-0.201781
Transcript_35761	-1.948925
Transcript_35762	-2.025315
Transcript_35763	-0.544642
Transcript_35764	-1.243876
Transcript_35765	-2.073700
Transcript_35766	-1.411822
Transcript_35767	-0.215254
Transcript_35768	-0.478444
Transcript_35769	0.145416
Transcript_35770	-0.553581
Transcript_35771	-0.609422
Transcript_35772	-0.280319
Transcript_35773	0.416818
Transcript_35774	-1.266597
Transcript_35775	-0.794639
Transcript_35776	-0.908213
Transcript_35777	-0.994906
Transcript_35778	-1.010589
Transcript_35779	-0.888741
Transcript_35780	-1.206993
Transcript_35781	-0.962472
Transcript_35782	-1.416896
Transcript_35783	-1.419944
Transcript_35784	0.132482
Transcript_35785	-0.492997
Transcript_35786	-0.916254
Transcript_35787	-0.599489
Transcript_35788	-0.563944
Transcript_35789	-1.212164
Transcript_35790	-0.969321
Transcript_35791	-0.482551
Transcript_35792	-0.330130
Transcript_35793	-0.645465
Transcript_35794	-0.478108
Transcript_35795	-0.825355
Transcript_35796	-0.335122
Transcript_35797	-0.292075
Transcript_35798	0.885488
Transcript_35799	-0.494488
Transcript_35800	-0.891320
Transcript_35801	-0.656249
Transcript_35802	-0.831794
Transcript_35803	-0.881039
Transcript_35804	-0.595111
Transcript_35805	-0.840872
Transcript_35806	-1.648885
Transcript_35807	-1.853154
Transcript_35808	-1.400783
Transcript_35809	-1.770006
Transcript_35810	-1.288511
Transcript_35811	-0.190850
Transcript_35812	-1.476413
Transcript_35813	-1.184533
Transcript_35814	-0.158542
Transcript_35815	-1.376179
Transcript_35816	-0.951400
Transcript_35817	-1.498100
Transcript_35818	-1.334023
Transcript_35819	-1.610820
Transcript_35820	-0.104716
Transcript_35821	-0.436287
Transcript_35822	-0.632114
Transcript_35823	-1.156372
Transcript_35824	-1.393122
Transcript_35825	-0.593053
Transcript_35826	-0.560424
Transcript_35828	-0.315061
Transcript_35829	0.360506
Transcript_35830	-0.624432
Transcript_35831	-1.272935
Transcript_35832	-2.226583
Transcript_35833	-0.230032
Transcript_35834	-0.946390
Transcript_35835	-1.300219
Transcript_35836	-0.818240
Transcript_35837	-1.104163
Transcript_35838	-0.682445
Transcript_35839	-0.746841
Transcript_35840	-1.299066
Transcript_35841	-0.963356
Transcript_35842	-0.659583
Transcript_35843	-1.065558
Transcript_35844	-0.600581
Transcript_35845	-0.242784
Transcript_35846	-1.341819
Transcript_35847	-0.776618
Transcript_35848	0.109594
Transcript_35849	0.954032
Transcript_35850	0.241405
Transcript_35851	-0.385280
Transcript_35852	0.696603
Transcript_35854	-0.402039
Transcript_35855	-0.396924
Transcript_35856	-0.231545
Transcript_35857	-1.181563
Transcript_35858	-0.961736
Transcript_35859	-0.225328
Transcript_35860	-0.462821
Transcript_35861	-1.061931
Transcript_35862	-0.753736
Transcript_35863	-0.848870
Transcript_35864	0.043914
Transcript_35865	-0.315425
Transcript_35866	-0.589393
Transcript_35867	-1.083326
Transcript_35868	-0.160700
Transcript_35869	0.059242
Transcript_35870	-1.246410
Transcript_35871	-1.193198
Transcript_35872	-1.360448
Transcript_35873	-1.610734
Transcript_35874	-1.427983
Transcript_35875	-0.578562
Transcript_35876	-1.022068
Transcript_35878	-1.271862
Transcript_35879	-1.793438
Transcript_35880	-1.021735
Transcript_35881	1.652104
Transcript_35882	-0.394970
Transcript_35883	-1.741129
Transcript_35884	-1.393861
Transcript_35885	-1.185986
Transcript_35886	-0.297143
Transcript_35887	-0.759616
Transcript_35888	-0.441802
Transcript_35889	-0.537836
Transcript_35890	-0.703893
Transcript_35891	-0.472998
Transcript_35892	-1.052206
Transcript_35893	0.522829
Transcript_35894	0.400979
Transcript_35895	-1.222167
Transcript_35896	-0.418496
Transcript_35897	-1.423969
Transcript_35898	-0.474564
Transcript_35899	0.914863
Transcript_35900	0.043391
Transcript_35901	0.392121
Transcript_35902	-0.630190
Transcript_35903	-1.290462
Transcript_35904	-0.229222
Transcript_35905	-0.421537
Transcript_35907	-0.538671
Transcript_35908	-0.319606
Transcript_35909	-0.323426
Transcript_35910	-0.229238
Transcript_35911	-0.212752
Transcript_35913	0.108524
Transcript_35914	-0.387800
Transcript_35915	-0.296106
Transcript_35916	-0.602043
Transcript_35917	-1.004000
Transcript_35918	-0.996469
Transcript_35919	-0.692520
Transcript_35920	-1.522526
Transcript_35921	-0.763424
Transcript_35922	-1.594646
Transcript_35923	-0.692790
Transcript_35924	-1.216662
Transcript_35925	-0.780073
Transcript_35926	-0.454955
Transcript_35927	-1.070955
Transcript_35928	-1.910742
Transcript_35929	-0.933436
Transcript_35930	-1.606839
Transcript_35931	-1.629939
Transcript_35932	-1.618798
Transcript_35933	-0.792199
Transcript_35934	-0.679606
Transcript_35935	-1.115746
Transcript_35936	-1.090873
Transcript_35937	-0.369022
Transcript_35938	-1.021903
Transcript_35939	-0.597258
Transcript_35940	-0.925273
Transcript_35941	-0.743508
Transcript_35942	-0.625931
Transcript_35943	-0.872437
Transcript_35944	-1.106293
Transcript_35945	-0.278697
Transcript_35946	-0.714203
Transcript_35947	-1.366430
Transcript_35948	-0.424842
Transcript_35949	-0.455978
Transcript_35950	-1.115870
Transcript_35951	-0.627129
Transcript_35952	-1.368849
Transcript_35953	-0.589375
Transcript_35954	-0.741873
Transcript_35956	-0.477121
Transcript_35957	-0.348908
Transcript_35958	-0.310619
Transcript_35959	-0.231710
Transcript_35960	-0.838155
Transcript_35961	-1.710072
Transcript_35962	-1.374823
Transcript_35963	-1.416776
Transcript_35964	-0.622649
Transcript_35965	-0.704908
Transcript_35966	-0.697633
Transcript_35967	-1.239182
Transcript_35968	-0.925318
Transcript_35969	-1.854494
Transcript_35970	-0.990523
Transcript_35971	-1.349376
Transcript_35972	-0.036048
Transcript_35973	-0.683203
Transcript_35974	0.276256
Transcript_35975	-0.293367
Transcript_35976	-0.038922
Transcript_35977	-0.357997
Transcript_35978	-1.688470
Transcript_35979	-1.479639
Transcript_35980	-0.607283
Transcript_35981	-1.462992
Transcript_35982	-1.166518
Transcript_35983	-0.528908
Transcript_35984	-0.277211
Transcript_35985	-0.735573
Transcript_35986	-0.778538
Transcript_35987	-1.000538
Transcript_35988	-1.043075
Transcript_35989	-1.379671
Transcript_35990	-1.566258
Transcript_35991	-1.198645
Transcript_35992	-1.430292
Transcript_35993	-0.083827
Transcript_35994	-0.259228
Transcript_35995	-0.063735
Transcript_35996	-0.515582
Transcript_35997	0.985324
Transcript_35998	-1.836398
Transcript_35999	-0.269137
Transcript_36000	-2.277162
Transcript_36001	-0.529957
Transcript_36002	-0.515666
Transcript_36003	-1.680463
Transcript_36004	-2.053206
Transcript_36005	-2.131448
Transcript_36006	-2.025278
Transcript_36007	-2.085657
Transcript_36008	-0.796538
Transcript_36009	-0.593565
Transcript_36010	-0.534053
Transcript_36011	-0.601691
Transcript_36012	-0.735783
Transcript_36013	-0.667370
Transcript_36014	-0.608397
Transcript_36015	-0.419853
Transcript_36016	0.947171
Transcript_36017	-0.470945
Transcript_36018	-1.122184
Transcript_36019	-1.280617
Transcript_36020	-0.258282
Transcript_36021	-0.932654
Transcript_36022	-0.777280
Transcript_36023	0.102098
Transcript_36024	-0.908825
Transcript_36025	-1.688591
Transcript_36026	-0.630344
Transcript_36027	-0.387222
Transcript_36028	-0.031043
Transcript_36029	-1.007050
Transcript_36030	-0.418558
Transcript_36031	-1.419926
Transcript_36032	-1.172652
Transcript_36033	-1.318295
Transcript_36034	-1.459868
Transcript_36035	-1.846598
Transcript_36036	-0.646001
Transcript_36037	-1.021733
Transcript_36038	-1.397648
Transcript_36039	-0.954107
Transcript_36040	-0.413124
Transcript_36041	-0.816253
Transcript_36042	-0.997128
Transcript_36043	-0.607925
Transcript_36044	-0.118064
Transcript_36045	0.088488
Transcript_36046	-0.486997
Transcript_36047	-1.698296
Transcript_36048	-0.445860
Transcript_36049	-0.932994
Transcript_36050	-1.125060
Transcript_36051	-1.273648
Transcript_36052	-1.288819
Transcript_36053	-0.387228
Transcript_36054	1.245375
Transcript_36055	-0.031614
Transcript_36056	-0.536898
Transcript_36057	-2.281102
Transcript_36058	-0.581347
Transcript_36059	-2.429206
Transcript_36060	-2.222341
Transcript_36061	-1.393841
Transcript_36062	-1.719320
Transcript_36063	-0.493915
Transcript_36064	-0.699484
Transcript_36065	-0.603514
Transcript_36066	-0.846642
Transcript_36067	-0.231007
Transcript_36069	-0.380896
Transcript_36070	-0.081293
Transcript_36071	-0.235163
Transcript_36072	-1.845058
Transcript_36073	-0.949259
Transcript_36074	-0.229237
Transcript_36075	-0.848310
Transcript_36076	-1.322363
Transcript_36077	0.274127
Transcript_36078	-1.150320
Transcript_36079	-0.955718
Transcript_36080	-0.895031
Transcript_36081	-0.931383
Transcript_36082	-0.421862
Transcript_36083	-1.211262
Transcript_36084	-1.153515
Transcript_36085	-0.739226
Transcript_36086	-0.736218
Transcript_36087	-1.226699
Transcript_36088	-1.168499
Transcript_36089	-1.604090
Transcript_36090	-1.725473
Transcript_36091	0.425501
Transcript_36092	-1.096593
Transcript_36093	-1.021551
Transcript_36094	-1.207762
Transcript_36095	-0.602748
Transcript_36096	-0.468767
Transcript_36097	-0.415932
Transcript_36098	-0.591650
Transcript_36099	-0.657718
Transcript_36100	-1.526888
Transcript_36101	-0.807000
Transcript_36102	-1.365958
Transcript_36103	-0.948271
Transcript_36104	-0.693841
Transcript_36105	-0.792641
Transcript_36106	-1.754650
Transcript_36107	-1.443444
Transcript_36108	-1.037854
Transcript_36109	-0.815993
Transcript_36110	-1.228485
Transcript_36111	-0.767571
Transcript_36112	-0.403308
Transcript_36113	-0.254908
Transcript_36114	-1.026452
Transcript_36115	-0.473965
Transcript_36116	-1.762022
Transcript_36117	-1.223840
Transcript_36118	-0.738949
Transcript_36119	0.843547
Transcript_36120	-2.512501
Transcript_36121	-1.378158
Transcript_36122	-0.366815
Transcript_36123	-0.605791
Transcript_36124	-0.898897
Transcript_36125	-0.444209
Transcript_36126	-0.703381
Transcript_36127	-1.882414
Transcript_36128	-1.905362
Transcript_36129	-1.527784
Transcript_36130	-1.756913
Transcript_36131	-0.569616
Transcript_36132	-0.267301
Transcript_36133	-0.154843
Transcript_36134	-0.797513
Transcript_36135	-0.122548
Transcript_36136	-1.034797
Transcript_36137	-0.655328
Transcript_36138	0.228334
Transcript_36139	-1.981346
Transcript_36140	-0.781305
Transcript_36141	1.573238
Transcript_36142	-1.545185
Transcript_36143	-1.044962
Transcript_36144	-1.683561
Transcript_36145	0.122125
Transcript_36146	-1.498063
Transcript_36147	-1.115948
Transcript_36148	-0.234971
Transcript_36149	-0.967847
Transcript_36150	-1.715858
Transcript_36151	-1.074496
Transcript_36152	-0.944872
Transcript_36153	-0.380896
Transcript_36154	-0.208922
Transcript_36155	-0.806612
Transcript_36156	-0.545531
Transcript_36157	-0.540067
Transcript_36158	-1.090137
Transcript_36159	-0.856662
Transcript_36161	-0.662500
Transcript_36162	-0.724132
Transcript_36163	-0.844281
Transcript_36164	-1.231541
Transcript_36165	-0.932580
Transcript_36166	-1.013462
Transcript_36167	-1.754157
Transcript_36168	-0.801149
Transcript_36169	-1.175103
Transcript_36170	0.303700
Transcript_36171	1.138468
Transcript_36172	-0.995752
Transcript_36173	-1.280526
Transcript_36174	-1.043252
Transcript_36175	-1.307001
Transcript_36176	-1.380230
Transcript_36177	-0.322379
Transcript_36178	-1.235742
Transcript_36179	-1.124047
Transcript_36180	-1.467878
Transcript_36181	-1.283286
Transcript_36182	-1.461970
Transcript_36183	-1.415719
Transcript_36184	-1.333497
Transcript_36185	-1.250060
Transcript_36186	-1.162190
Transcript_36187	0.463458
Transcript_36188	-1.254732
Transcript_36189	-0.046331
Transcript_36190	-0.214941
Transcript_36191	-0.702349
Transcript_36192	-0.662757
Transcript_36193	-0.903477
Transcript_36194	-0.692112
Transcript_36195	-1.024314
Transcript_36196	-0.454558
Transcript_36197	-0.619387
Transcript_36198	-0.524093
Transcript_36199	-0.501557
Transcript_36200	-0.713915
Transcript_36201	-1.162860
Transcript_36202	-0.896579
Transcript_36203	-0.670143
Transcript_36204	-0.824487
Transcript_36205	-1.346649
Transcript_36206	-1.278355
Transcript_36207	-0.352587
Transcript_36208	-0.822917
Transcript_36209	0.942885
Transcript_36210	-0.299639
Transcript_36211	0.412955
Transcript_36212	-0.576704
Transcript_36215	-1.194493
Transcript_36216	-1.080599
Transcript_36217	-0.278084
Transcript_36218	-1.430527
Transcript_36219	-0.898639
Transcript_36220	-1.044787
Transcript_36221	-1.278427
Transcript_36222	-1.214266
Transcript_36223	-0.454877
Transcript_36224	-1.143949
Transcript_36225	-1.858197
Transcript_36226	-1.141425
Transcript_36227	-0.910183
Transcript_36228	1.038327
Transcript_36229	-0.841527
Transcript_36230	-1.615756
Transcript_36231	-1.651858
Transcript_36232	-0.071077
Transcript_36233	-0.295853
Transcript_36234	-0.642595
Transcript_36235	-0.208166
Transcript_36236	-0.713309
Transcript_36237	-0.701706
Transcript_36238	-1.036821
Transcript_36239	-1.573129
Transcript_36240	-1.406509
Transcript_36241	-1.405381
Transcript_36242	-0.613535
Transcript_36243	-0.424198
Transcript_36244	-1.212662
Transcript_36246	-2.346003
Transcript_36247	-2.105055
Transcript_36248	-1.881157
Transcript_36249	-2.053308
Transcript_36250	-1.591155
Transcript_36251	-1.613935
Transcript_36252	-1.762728
Transcript_36253	1.178558
Transcript_36254	0.438186
Transcript_36255	0.358349
Transcript_36256	-1.626875
Transcript_36257	-1.847660
Transcript_36258	-0.660062
Transcript_36259	-0.081643
Transcript_36260	-0.291563
Transcript_36261	-0.254470
Transcript_36262	-0.969892
Transcript_36263	-0.892594
Transcript_36264	-1.344247
Transcript_36265	-1.352665
Transcript_36266	-0.471178
Transcript_36267	-0.299571
Transcript_36268	-0.561883
Transcript_36269	0.290516
Transcript_36270	-1.671894
Transcript_36271	-1.571676
Transcript_36272	-1.314160
Transcript_36273	-2.108961
Transcript_36274	0.201229
Transcript_36275	-0.581795
Transcript_36276	-2.532423
Transcript_36277	-2.095925
Transcript_36278	-1.513919
Transcript_36279	-1.771891
Transcript_36280	0.142097
Transcript_36281	0.248166
Transcript_36282	-1.420802
Transcript_36283	0.641090
Transcript_36284	-1.342264
Transcript_36285	-1.190667
Transcript_36286	-0.404775
Transcript_36287	-0.586985
Transcript_36288	-0.661067
Transcript_36289	-2.596254
Transcript_36290	-2.332547
Transcript_36291	-0.966059
Transcript_36292	-1.427728
Transcript_36293	-1.357661
Transcript_36294	-0.377376
Transcript_36295	-1.301091
Transcript_36296	-0.457190
Transcript_36297	-0.444071
Transcript_36298	-1.223220
Transcript_36299	-1.220253
Transcript_36300	-1.244319
Transcript_36301	-1.056312
Transcript_36302	-0.493472
Transcript_36303	-1.033545
Transcript_36304	-1.210572
Transcript_36305	-1.473533
Transcript_36306	-1.756938
Transcript_36307	-0.914360
Transcript_36308	-0.131632
Transcript_36309	-0.502768
Transcript_36310	0.229846
Transcript_36311	-1.130671
Transcript_36312	-0.272544
Transcript_36313	-0.756478
Transcript_36314	0.113188
Transcript_36315	-0.515168
Transcript_36316	-0.073293
Transcript_36317	-0.650613
Transcript_36318	-0.073224
Transcript_36319	-0.483030
Transcript_36320	-0.455168
Transcript_36321	-0.781196
Transcript_36322	-0.695858
Transcript_36323	-0.434481
Transcript_36324	-0.530844
Transcript_36325	-0.285106
Transcript_36326	-1.478963
Transcript_36327	-0.944584
Transcript_36328	-0.789741
Transcript_36329	-0.939449
Transcript_36330	-0.654207
Transcript_36331	-0.972576
Transcript_36332	-0.154204
Transcript_36333	-1.756524
Transcript_36334	-1.625187
Transcript_36335	-1.980545
Transcript_36336	0.047989
Transcript_36337	0.153247
Transcript_36338	-0.606553
Transcript_36339	-0.810024
Transcript_36340	-1.281330
Transcript_36341	-1.113437
Transcript_36342	-0.730109
Transcript_36343	0.247016
Transcript_36344	-0.328457
Transcript_36345	-0.380450
Transcript_36346	-0.384977
Transcript_36347	-0.344848
Transcript_36348	0.235457
Transcript_36349	-1.801646
Transcript_36350	-1.819036
Transcript_36351	-0.521855
Transcript_36352	0.137607
Transcript_36353	-0.971213
Transcript_36354	-0.128448
Transcript_36355	-0.291862
Transcript_36356	-1.436367
Transcript_36357	-1.488349
Transcript_36358	-0.955082
Transcript_36359	-0.758653
Transcript_36360	-0.402113
Transcript_36361	-0.337700
Transcript_36362	-0.212501
Transcript_36363	-0.769501
Transcript_36364	-0.913067
Transcript_36365	-1.178931
Transcript_36366	-0.549359
Transcript_36367	-1.107177
Transcript_36368	-0.473868
Transcript_36369	-0.469696
Transcript_36370	-1.532065
Transcript_36371	-0.834147
Transcript_36372	-0.551213
Transcript_36373	-0.476998
Transcript_36374	-0.509340
Transcript_36375	-0.754143
Transcript_36376	0.011433
Transcript_36377	-1.256912
Transcript_36378	-1.123605
Transcript_36379	-1.199202
Transcript_36380	-1.755316
Transcript_36381	-1.218184
Transcript_36382	-0.405217
Transcript_36383	-0.960434
Transcript_36384	0.857711
Transcript_36385	0.378706
Transcript_36386	0.504553
Transcript_36387	-0.177011
Transcript_36388	1.120726
Transcript_36389	-1.464974
Transcript_36390	-1.340050
Transcript_36391	-0.965406
Transcript_36392	-0.821887
Transcript_36393	-0.565472
Transcript_36394	-0.752373
Transcript_36395	-0.077936
Transcript_36396	-0.798751
Transcript_36397	-0.050570
Transcript_36398	-0.419215
Transcript_36400	-0.089706
Transcript_36401	0.008200
Transcript_36402	-0.317823
Transcript_36403	-0.949074
Transcript_36404	-0.880917
Transcript_36405	-0.218594
Transcript_36406	-0.493361
Transcript_36407	1.012357
Transcript_36408	-0.431886
Transcript_36409	-0.352049
Transcript_36410	-0.257614
Transcript_36411	-0.458291
Transcript_36412	-0.480207
Transcript_36413	-1.425679
Transcript_36414	-0.506356
Transcript_36415	-1.948377
Transcript_36416	-1.981154
Transcript_36417	-0.731387
Transcript_36418	-0.652314
Transcript_36419	-1.340387
Transcript_36420	-1.018974
Transcript_36421	-0.704963
Transcript_36422	-1.510021
Transcript_36423	-2.002801
Transcript_36424	-1.682382
Transcript_36425	0.032516
Transcript_36426	-1.787999
Transcript_36427	-1.900036
Transcript_36428	-0.444542
Transcript_36429	0.085584
Transcript_36430	-0.389492
Transcript_36431	-0.013520
Transcript_36432	0.034916
Transcript_36433	-0.315900
Transcript_36434	-1.488095
Transcript_36435	-1.085290
Transcript_36436	0.361450
Transcript_36437	-1.036718
Transcript_36438	-0.774902
Transcript_36439	-0.848888
Transcript_36440	-1.051539
Transcript_36441	-1.200755
Transcript_36442	-1.260222
Transcript_36443	-1.335209
Transcript_36444	-1.575142
Transcript_36445	-0.260135
Transcript_36446	-0.029088
Transcript_36447	-1.575390
Transcript_36448	-1.434600
Transcript_36449	-1.505808
Transcript_36450	-1.465424
Transcript_36451	-0.930777
Transcript_36452	-1.496743
Transcript_36453	-1.731222
Transcript_36454	-1.807994
Transcript_36455	-1.109228
Transcript_36456	-1.434358
Transcript_36457	-1.194701
Transcript_36458	-0.934146
Transcript_36459	-1.611925
Transcript_36460	-1.951403
Transcript_36461	-1.521201
Transcript_36462	-0.781810
Transcript_36463	-0.590649
Transcript_36464	-1.065350
Transcript_36465	-0.628437
Transcript_36466	-1.160742
Transcript_36467	-0.444079
